year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,-0.110783405,0.0822748674,0.1930582726,-0.098409933,-0.021367223,0.0770427101,-0.080155335,0.0154564529,0.0956117877
2001,2,0.2156079151,-0.078844017,-0.294451932,0.3353710323,-0.031413369,-0.366784401,0.2290165356,-0.08069429,-0.309710825
2001,3,0.1456360132,-0.065699709,-0.211335722,0.210060285,-0.048392364,-0.258452649,0.1532237171,-0.064444442,-0.217668159
2001,4,-0.078022214,0.1449462261,0.2229684406,-0.21965791,0.0873781661,0.3070360758,-0.144515381,0.111725918,0.2562412988
2001,5,-0.000568516,0.0431818331,0.0437503491,0.0455186382,0.0277662862,-0.017752352,0.0238108795,0.0401454249,0.0163345454
2001,6,-0.086333807,-0.02390271,0.0624310973,-0.014942427,-0.031717929,-0.016775502,-0.054657314,-0.012202488,0.0424548261
2001,7,0.1520513221,-0.017895491,-0.169946813,0.1282849637,-0.007066124,-0.135351088,0.1425590027,-0.0164478,-0.159006802
2001,8,0.1335297466,-0.012620635,-0.146150382,0.134364168,-0.031523676,-0.165887844,0.1137949613,-0.012937729,-0.12673269
2001,9,0.1249383651,-0.135372701,-0.260311066,0.1726087342,-0.067855206,-0.24046394,0.1138674759,-0.120139142,-0.234006618
2001,10,-0.125757388,0.066893962,0.1926513502,-0.101094144,0.0002185521,0.1013126958,-0.105079701,0.0478807251,0.1529604258
2001,11,-0.085290388,0.0994002387,0.1846906266,-0.087169366,0.0749171502,0.1620865166,-0.066842612,0.0702582203,0.1371008325
2001,12,0.0053709411,0.0474039907,0.0420330496,0.0141676386,0.0234302776,0.009262639,0.0181555496,0.0414768568,0.0233213072
2002,1,0.1156782965,0.0152135023,-0.100464794,0.126923347,0.0235070867,-0.10341626,0.1103781526,0.0067645531,-0.103613599
2002,2,0.1503119292,-0.009856431,-0.16016836,0.0780788131,-0.010065987,-0.0881448,0.1435357371,-0.000797891,-0.144333628
2002,3,-0.000671589,0.0799542435,0.0806258325,-0.019327102,0.0457627975,0.0650898991,-0.010996379,0.0588003213,0.0697966999
