year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,0.1676704947,0.1694687798,0.0017982851,0.0274740397,0.0078860331,-0.019588007,0.05319661,0.0419275419,-0.011269068
2001,2,-0.282626838,-0.267060517,0.015566321,-0.325445042,-0.324124309,0.0013207322,-0.304213488,-0.285371296,0.0188421918
2001,3,-0.200974498,-0.199792412,0.0011820857,-0.243330401,-0.258454435,-0.015124034,-0.215964852,-0.226645581,-0.010680729
2001,4,0.2409923582,0.2738005871,0.0328082289,0.1968111768,0.2668482334,0.0700370566,0.2614184419,0.2887268507,0.0273084088
2001,5,0.0116143502,0.0379301511,0.0263158009,-0.015794572,-0.002588085,0.0132064877,0.0005506653,0.0292306605,0.0286799952
2001,6,0.0149142969,0.0445334491,0.0296191522,-0.018392644,-0.024811679,-0.006419035,0.0107061534,0.0278241383,0.0171179849
2001,7,-0.144200023,-0.143590073,0.0006099498,-0.132898945,-0.134548034,-0.001649089,-0.146105041,-0.148830648,-0.002725607
2001,8,-0.155148474,-0.150010897,0.0051375769,-0.130551218,-0.165538485,-0.034987266,-0.148912069,-0.145827801,0.0030842675
2001,9,-0.240511169,-0.277948795,-0.037437625,-0.260637336,-0.283763417,-0.023126081,-0.272918968,-0.27057937,0.0023395979
2001,10,0.2461941511,0.2467548853,0.0005607342,0.2640397907,0.2698325533,0.0057927626,0.2156866493,0.2301251384,0.0144384892
2001,11,0.1586371855,0.1995808006,0.040943615,0.1563688119,0.1858720235,0.0295032116,0.1657196192,0.1553787438,-0.010340875
2001,12,0.0310541354,0.0664116485,0.0353575131,0.0200061141,0.0313057831,0.011299669,-0.035286775,0.0425049665,0.0777917418
2002,1,-0.069418451,-0.059165837,0.010252614,-0.020697342,-0.025459462,-0.00476212,-0.04201487,-0.061098397,-0.019083527
2002,2,-0.175205238,-0.158226067,0.0169791714,-0.215016647,-0.205141355,0.0098752918,-0.155169373,-0.164359893,-0.00919052
2002,3,0.0787423375,0.1319135153,0.0531711778,0.1248974247,0.1532757986,0.0283783739,0.154629703,0.1358569726,-0.01877273
2002,4,-0.158643251,-0.133968616,0.0246746352,-0.112309527,-0.149952316,-0.037642788,-0.158736613,-0.126630794,0.0321058186
2002,5,-0.091789806,-0.097537023,-0.005747217,-0.095174504,-0.098758775,-0.003584271,-0.109717854,-0.096206746,0.0135111079
2002,6,-0.168853357,-0.18593059,-0.017077234,-0.167635662,-0.191169261,-0.023533599,-0.080759512,-0.176222355,-0.095462843
2002,7,-0.124602126,-0.169007276,-0.04440515,-0.074967974,-0.125082223,-0.050114249,-0.172656048,-0.154965868,0.0176901799
2002,8,-0.038597637,-0.021807983,0.0167896539,-0.011906791,0.0007210179,0.0126278091,-0.093106254,-0.029435085,0.0636711695
2002,9,-0.101930097,-0.147432263,-0.045502166,-0.128946051,-0.186348263,-0.057402212,-0.129409556,-0.121988795,0.007420761
2002,10,0.1725483115,0.1749260021,0.0023776906,0.1024405953,0.1474277496,0.0449871544,0.1574786654,0.1627590862,0.0052804208
2002,11,0.1866239753,0.20086578,0.0142418048,0.2367991813,0.2367997758,5.9455575E-7,0.1881146567,0.1654769301,-0.022637727
2002,12,-0.157771345,-0.144462902,0.0133084429,-0.125185534,-0.137542492,-0.012356957,-0.144577312,-0.138269603,0.0063077095
2003,1,-0.0197015,-0.038251523,-0.018550024,0.0315506908,0.0050921825,-0.026458508,0.0227595649,-0.043955018,-0.066714583
2003,2,-0.00844095,-0.010542942,-0.002101992,0.0203592666,-0.000618009,-0.020977275,0.0728356054,-0.006446102,-0.079281707
2003,3,0.0229718999,0.031760807,0.0087889071,-0.039594728,-0.015295182,0.0242995465,0.0071054059,0.0386446511,0.0315392452
2003,4,0.1016498413,0.1520191168,0.0503692755,0.1046513808,0.1500753554,0.0454239746,0.0363279357,0.1263902364,0.0900623007
2003,5,0.1183023765,0.179957739,0.0616553625,0.1312226312,0.1684819348,0.0372593037,0.1488085636,0.1691660117,0.0203574481
2003,6,0.0145598306,0.0208170262,0.0062571957,0.0199734082,0.0154506642,-0.004522744,0.0032578046,0.0230445697,0.0197867651
2003,7,0.0458005062,0.0760917207,0.0302912145,0.0253181413,0.0394680007,0.0141498593,0.0532625678,0.0822235937,0.0289610259
2003,8,0.0760409325,0.089551107,0.0135101745,0.0694143048,0.0762128357,0.006798531,0.0630129911,0.0757804435,0.0127674523
2003,9,-0.035716874,-0.022406238,0.0133106362,-0.023747576,-0.011229155,0.0125184215,-0.038239856,-0.027011859,0.0112279969
2003,10,0.0797831709,0.1189142481,0.0391310771,0.0533713781,0.0997920407,0.0464206626,0.0865046374,0.1199041092,0.0333994718
2003,11,-0.008455239,0.0243128142,0.0327680533,0.0092197124,0.0280671052,0.0188473928,0.0023894893,0.0302375194,0.0278480301
2003,12,-0.027798522,0.0026889662,0.030487488,-0.021086862,0.0125939791,0.0336808413,-0.045950462,-0.018074378,0.0278760842
2004,1,0.0549684731,0.076773197,0.0218047239,0.0629215673,0.0747391871,0.0118176198,0.035622135,0.0575111623,0.0218890274
2004,2,-0.028885425,-0.004735819,0.0241496061,-0.02740516,-0.00270886,0.024696299,-0.033100281,-0.008079186,0.0250210944
2004,3,-0.024759101,-0.001573802,0.0231852993,-0.019691794,-0.010787497,0.0089042975,-0.019196046,0.0072992481,0.026495294
2004,4,-0.01971393,-0.082447256,-0.062733326,-0.034320065,-0.059226444,-0.024906379,-0.026785913,-0.073011294,-0.04622538
2004,5,0.0202556172,0.0507977079,0.0305420907,0.0091567959,0.032080054,0.0229232581,0.047023398,0.0584259337,0.0114025358
2004,6,-0.002931243,0.02253397,0.0254652132,0.021928286,0.0320392305,0.0101109444,0.0002160612,0.0213540677,0.0211380065
2004,7,-0.090119484,-0.111784277,-0.021664793,-0.096772881,-0.119166881,-0.022394,-0.082139228,-0.101813539,-0.019674311
2004,8,-0.070208689,-0.048134849,0.0220738402,-0.072318942,-0.05068132,0.0216376217,-0.042428949,-0.043212801,-0.000783852
2004,9,0.0692524819,0.0858181028,0.0165656209,0.0958017163,0.088394311,-0.007407405,0.0878813536,0.0855620898,-0.002319264
2004,10,0.0057495091,0.0318813441,0.0261318351,0.0224873584,0.0382160524,0.015728694,0.0417443932,0.0187282316,-0.023016162
2004,11,0.0495951919,0.0988851991,0.0492900071,0.0533187831,0.0915812684,0.0382624853,0.0983783473,0.0966706045,-0.001707743
2004,12,0.0150697913,0.0463782493,0.0313084579,0.0076466691,0.0436145633,0.0359678942,0.0028580955,0.0520897872,0.0492316917
2005,1,-0.056017461,-0.071233916,-0.015216455,-0.059945561,-0.06778015,-0.00783459,-0.079531299,-0.06073304,0.0187982594
2005,2,0.0123424825,0.0271043963,0.0147619138,0.0186245493,0.0205906529,0.0019661036,0.0293189936,0.034364784,0.0050457904
2005,3,-0.034106319,-0.045398692,-0.011292373,-0.017418317,-0.033355626,-0.015937308,-0.011376084,-0.044829339,-0.033453255
2005,4,-0.055078722,-0.070330566,-0.015251844,-0.077311208,-0.067325767,0.0099854405,-0.036654151,-0.065397056,-0.028742904
2005,5,0.0467442164,0.0831264119,0.0363821954,0.0652935165,0.0858818116,0.0205882951,0.0687202104,0.0691250934,0.000404883
2005,6,0.0016647931,0.0218330731,0.02016828,0.0045862261,-0.001408981,-0.005995207,0.017616857,0.013028948,-0.004587909
2005,7,0.0663723357,0.0921159775,0.0257436418,0.1009631977,0.1163599799,0.0153967822,0.0700772465,0.0727952903,0.0027180438
2005,8,0.0000291272,-0.014352658,-0.014381785,0.0127631066,-0.003225789,-0.015988896,-0.059877539,-0.065282929,-0.005405389
2005,9,0.0231089083,0.0250084633,0.001899555,0.0394382106,0.0393390447,-0.000099166,0.0509828131,0.0382629357,-0.012719877
2005,10,-0.025690902,-0.045434338,-0.019743436,-0.036951106,-0.032104504,0.0048466011,-0.06881965,-0.028211963,0.0406076875
2005,11,0.047581632,0.07015696,0.022575328,0.0597158129,0.0912720344,0.0315562215,0.0573275854,0.0965121616,0.0391845762
2005,12,0.0148408418,0.0106838683,-0.004156973,0.0211905237,0.0173129441,-0.00387758,-0.018562268,-0.026351714,-0.007789446
2006,1,0.0828958825,0.1043755049,0.0214796225,0.0910031651,0.0887060876,-0.002297077,0.0626818812,0.0727799854,0.0100981042
2006,2,-0.018486697,-0.003251698,0.0152349984,-0.045300181,-0.026568479,0.0187317016,0.0236885453,-0.002057791,-0.025746337
2006,3,0.0353035424,0.0403589022,0.0050553598,0.0048537458,0.0129924294,0.0081386835,0.0158905543,0.0539564878,0.0380659335
2006,4,-0.008487733,-0.000396448,0.0080912844,-0.019401256,-0.001471791,0.0179294642,0.0096605442,-0.003568273,-0.013228817
2006,5,-0.078225425,-0.084880967,-0.006655542,-0.084046507,-0.090892598,-0.006846091,-0.121383833,-0.087695039,0.0336887944
2006,6,-0.007599456,-0.001468319,0.006131137,-0.026459116,-0.024105052,0.0023540642,0.0053241154,-0.000932383,-0.006256498
2006,7,-0.079215725,-0.062818494,0.0163972308,-0.093877629,-0.074613979,0.0192636504,-0.080023766,-0.079236594,0.0007871714
2006,8,0.0123860952,0.037834306,0.0254482108,0.0007111429,0.0302191227,0.0295079798,0.0133875451,0.0604872641,0.047099719
2006,9,-0.02576956,-0.014519922,0.0112496374,-0.036396063,-0.021514447,0.0148816159,-0.036713741,-0.038380554,-0.001666813
2006,10,0.0522210405,0.0855454054,0.0333243649,0.0513739904,0.0774773414,0.026103351,0.0033545311,0.0985893556,0.0952348245
2006,11,0.0216892041,0.0444354206,0.0227462164,0.0431173475,0.0546514749,0.0115341274,0.0613295926,0.077544706,0.0162151134
2006,12,-0.03217284,-0.011166722,0.0210061184,-0.051738801,-0.01656611,0.0351726915,-0.027406372,-0.000752017,0.0266543558
2007,1,0.0195314719,0.0260070194,0.0064755475,0.0106766154,0.0151298933,0.0044532779,0.0449255862,0.0462381721,0.0013125859
2007,2,0.0135520774,0.013246327,-0.00030575,0.0315492662,0.0102940995,-0.021255167,0.0664270622,0.0341637797,-0.032263282
2007,3,-0.001841147,0.0087280569,0.0105692036,0.0012695429,0.015917119,0.0146475761,-0.001197225,0.0238022704,0.0249994956
2007,4,0.0106232969,0.0305297158,0.0199064188,0.0168239132,0.0503241029,0.0335001897,0.0477966622,0.0505556717,0.0027590095
2007,5,0.0200683477,0.0412188337,0.021150486,0.0345979262,0.0611491533,0.0265512272,-0.001512695,0.0027341741,0.0042468693
2007,6,0.0217394547,-0.006653409,-0.028392864,0.010396641,-0.007028414,-0.017425055,0.0106468302,0.0084770768,-0.002169753
2007,7,0.0196447588,-0.031596602,-0.05124136,0.0369031075,0.0081751185,-0.028727989,-0.046704712,-0.045231463,0.0014732497
2007,8,-0.020690125,0.0190182226,0.0397083475,-0.001487685,0.030584527,0.0320722116,-0.040969268,0.0315634083,0.0725326763
2007,9,0.0366483402,0.0569483069,0.0202999667,0.0488872168,0.089212769,0.0403255522,0.030305069,0.0330393851,0.0027343161
2007,10,0.0451768373,0.0510647328,0.0058878955,0.0495268192,0.0566517952,0.007124976,-0.106211899,0.0044375265,0.1106494259
