year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,-0.041536022,0.1064072978,0.14794332,-0.067896025,0.0442533001,0.1121493253,-0.070385456,0.0015590432,0.0719444994
2001,2,-0.050562882,-0.207296489,-0.156733607,-0.07391006,-0.26612657,-0.19221651,0.0033307523,-0.167399738,-0.17073049
2001,3,-0.014885482,-0.158866813,-0.143981332,-0.042017721,-0.168119573,-0.126101852,-0.011161978,-0.145897253,-0.134735275
2001,4,0.0533562743,0.1962925981,0.1429363238,0.1436707468,0.2559217318,0.112250985,0.009467399,0.134845131,0.1253777321
2001,5,-0.00233036,0.0410537674,0.0433841278,0.0365172573,0.0083256481,-0.028191609,0.0301894211,0.0509393814,0.0207499603
2001,6,0.0316569791,0.0771886471,0.045531668,0.055272285,0.0592275684,0.0039552834,0.030407515,0.0526111183,0.0222036033
2001,7,0.005145266,-0.109840433,-0.114985699,-0.022200029,-0.067293949,-0.04509392,-0.004704237,-0.106960921,-0.102256684
2001,8,0.0691233679,-0.059220608,-0.128343976,-0.017884285,-0.150363657,-0.132479372,0.0854680349,-0.029562079,-0.115030114
2001,9,0.0452467731,-0.2121046,-0.257351373,0.0151104307,-0.148553026,-0.163663457,0.0569956171,-0.169318485,-0.226314102
2001,10,-0.024436241,0.1759874408,0.2004236821,0.0587704564,0.1671895175,0.1084190611,-0.017900333,0.1282577922,0.1461581254
2001,11,-0.004874361,0.1601667047,0.1650410658,-0.007109697,0.1230687106,0.1301784075,-0.005654372,0.1156150199,0.1212693917
2001,12,0.0168735831,0.054260233,0.0373866498,0.0203665169,-0.002999976,-0.023366493,-0.001464095,0.032957891,0.0344219856
2002,1,0.0405388189,-0.049097198,-0.089636017,0.0714163857,0.0266083588,-0.044808027,0.0255837856,-0.058033737,-0.083617523
2002,2,0.0515440967,-0.074255832,-0.125799929,0.0613861745,-0.05910841,-0.120494584,0.0460243648,-0.058307839,-0.104332204
2002,3,-0.056990661,0.0608455556,0.1178362167,-0.083349132,0.0022756622,0.0856247943,-0.032239761,0.0686542584,0.1008940197
2002,4,-0.010541103,-0.124945913,-0.11440481,0.0027827077,-0.097259491,-0.100042198,0.0093572289,-0.073413659,-0.082770888
2002,5,-0.000186258,-0.079928772,-0.079742514,-0.079145333,-0.063482313,0.0156630201,0.0412466677,-0.029825867,-0.071072535
2002,6,0.0634753362,-0.098670408,-0.162145744,0.0572310555,-0.076538487,-0.133769543,0.0341451165,-0.109200476,-0.143345592
2002,7,0.0508578046,-0.091241373,-0.142099178,0.0415201696,-0.096645713,-0.138165883,0.0611319996,-0.072328224,-0.133460224
2002,8,-0.038167882,-0.017442998,0.0207248835,-0.048291696,0.0008845955,0.0491762914,-0.05773917,-0.034964888,0.0227742814
2002,9,-0.024538875,-0.094727728,-0.070188854,-0.020263964,-0.09588964,-0.075625676,-0.002170642,-0.059064774,-0.056894132
2002,10,0.083304181,0.1350194465,0.0517152655,0.1148321322,0.164310706,0.0494785738,0.0629848355,0.066544209,0.0035593735
