year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,-0.085396595,0.0842060042,0.1696025991,-0.130133169,0.0162799432,0.1464131126,-0.100541992,0.0425464129,0.1430884046
2001,2,-0.018254155,-0.086778566,-0.068524411,0.0000355818,-0.0794911,-0.079526682,-0.004191658,-0.07810095,-0.073909293
2001,3,-0.014497696,-0.055143717,-0.040646021,-0.019942149,-0.047756608,-0.02781446,-0.032059601,-0.052267018,-0.020207417
2001,4,0.0217976551,0.1005001505,0.0787024954,0.0259434681,0.1068116209,0.0808681527,0.0334348053,0.1026914339,0.0692566287
2001,5,-0.017077617,0.0807610028,0.0978386199,-0.000262468,0.0732632015,0.0735256691,-0.011248763,0.073892968,0.0851417309
2001,6,-0.068137641,0.0046891828,0.0728268238,-0.070167093,0.0173508885,0.0875179814,-0.05405058,0.0196747483,0.0737253287
2001,7,0.0881003681,0.0006651427,-0.087435225,0.0664999095,-0.034791605,-0.101291515,0.058747237,-0.00915431,-0.067901547
2001,8,0.0486581401,-0.018279642,-0.066937782,0.0537069055,-0.021467479,-0.075174384,0.0421966188,-0.014948027,-0.057144646
2001,9,0.0832213311,-0.086365565,-0.169586896,0.0769905955,-0.099487435,-0.176478031,0.0543685076,-0.081246079,-0.135614587
2001,10,0.0154793077,0.0936121035,0.0781327958,0.0127127502,0.083422842,0.0707100917,0.0355083643,0.0825410687,0.0470327044
2001,11,-0.030722445,0.0629216449,0.0936440902,-0.047154865,0.0523486667,0.099503532,-0.039175622,0.0448329374,0.0840085594
2001,12,-0.028553401,0.0640092412,0.0925626419,-0.01817432,0.0649689367,0.0831432572,-0.019120495,0.060006896,0.0791273911
2002,1,0.0689409027,0.0214002693,-0.047540633,0.0801449855,0.0197137686,-0.060431217,0.0654936028,0.0181046169,-0.047388986
2002,2,0.0324975649,-0.049491248,-0.081988813,0.0414383512,-0.05065862,-0.092096971,0.0285975136,-0.038922892,-0.067520406
2002,3,0.048201808,0.1187093481,0.0705075402,0.036624786,0.1070482748,0.0704234888,0.0439649524,0.104312207,0.0603472546
2002,4,0.0602980789,0.0283859059,-0.031912173,0.0688691092,0.032202461,-0.036666648,0.0551767136,0.0355424284,-0.019634285
2002,5,0.0202376917,-0.035440131,-0.055677823,-0.000205713,-0.056364609,-0.056158895,0.0075287186,-0.038385668,-0.045914387
2002,6,0.0498095187,-0.019631742,-0.069441261,0.0517259185,-0.008353791,-0.060079709,0.0465741447,-0.001050498,-0.047624643
2002,7,0.0725813318,-0.105156592,-0.177737924,0.0573485111,-0.126214715,-0.183563226,0.0973124165,-0.08106303,-0.178375447
2002,8,0.0154010245,0.000249298,-0.015151726,0.0147409907,-0.001694757,-0.016435748,0.0231808698,0.0099733753,-0.013207494
2002,9,0.0784472785,-0.041309382,-0.11975666,0.0805423901,-0.043987773,-0.124530163,0.0753313109,-0.033585007,-0.108916318
2002,10,-0.077772901,0.0100178604,0.087790761,-0.095167529,-0.004076214,0.091091315,-0.078397981,0.0059398511,0.0843378318
2002,11,-0.13102616,0.0480374126,0.1790635726,-0.160159337,0.0486980539,0.2088573906,-0.130484376,0.0373049963,0.1677893727
2002,12,0.1079092657,0.0089959843,-0.098913281,0.1181152848,-0.0075764,-0.125691685,0.109070265,0.0105429547,-0.09852731
2003,1,0.0367098387,-0.001231189,-0.037941028,0.039342683,-0.001694379,-0.041037062,0.0488417009,-0.002145706,-0.050987407
2003,2,0.0171963646,-0.025623136,-0.042819501,0.0047389041,-0.045114488,-0.049853393,0.0294862251,-0.013691609,-0.043177834
2003,3,-0.012338263,0.0180393554,0.0303776182,-0.014203304,0.0165618047,0.030765109,0.007161458,0.0410342904,0.0338728324
2003,4,-0.033438235,0.0774516936,0.1108899283,-0.001243426,0.0931825246,0.0944259504,-0.04177686,0.0676060991,0.1093829592
2003,5,-0.111905647,0.0710778669,0.1829835138,-0.102958074,0.0817646687,0.1847227424,-0.099414583,0.0619863644,0.161400947
2003,6,0.0341489504,0.0794528111,0.0453038606,0.0492378465,0.0717026375,0.0224647911,0.0287190475,0.0705388681,0.0418198206
2003,7,0.0294016716,0.1026981303,0.0732964587,-0.002580709,0.08323118,0.0858118895,0.0370528824,0.0963299862,0.0592771038
2003,8,0.0015792698,0.0443242169,0.042744947,0.0007554414,0.0366908955,0.0359354541,0.0018802472,0.047415313,0.0455350658
2003,9,0.0198231205,0.0313056342,0.0114825137,0.0451775903,0.0333271374,-0.011850453,0.0218277971,0.0235235167,0.0016957196
2003,10,0.0386598576,0.1266979457,0.0880380881,0.0295010459,0.1236635628,0.0941625169,0.0486041703,0.1407225204,0.0921183501
2003,11,0.0312203522,0.0647489111,0.0335285589,0.0169985794,0.0522883325,0.0352897531,0.0335544075,0.0713229029,0.0377684954
2003,12,0.0082572064,0.0489598018,0.0407025954,-0.012097773,0.0255076279,0.0376054012,-0.000946882,0.0379798339,0.0389267161
2004,1,0.021632315,0.0725439957,0.0509116807,0.0195390386,0.0649798879,0.0454408493,0.0240698319,0.0634356878,0.0393658559
2004,2,-0.007537688,-0.004007428,0.0035302595,-0.00971223,-0.015095662,-0.005383432,0.013509541,0.0119185212,-0.00159102
2004,3,-0.019414345,-0.012249809,0.0071645356,-0.030475862,-0.017121995,0.0133538676,-0.01331906,-0.007487641,0.0058314189
2004,4,-0.03023242,-0.051439158,-0.021206738,-0.036488558,-0.071454986,-0.034966428,-0.024433879,-0.055553646,-0.031119767
2004,5,0.0208578309,0.008917521,-0.01194031,0.0103615495,0.0096136781,-0.000747871,0.0148423534,0.0110766876,-0.003765666
2004,6,-0.020038813,0.0295050719,0.0495438853,-0.024289339,0.0362821124,0.0605714516,-0.018821136,0.0319051658,0.0507263017
2004,7,0.046207296,-0.068036366,-0.114243662,0.0396186046,-0.089226111,-0.128844716,0.0457779339,-0.058091435,-0.103869369
2004,8,0.0153314546,-0.013083068,-0.028414522,0.0147746101,-0.010655438,-0.025430048,0.0044235259,-0.010910662,-0.015334187
2004,9,0.0191973916,0.0780230878,0.0588256961,0.0291944763,0.0775770265,0.0483825502,0.0207776896,0.077012312,0.0562346224
2004,10,-0.006944049,0.0139914807,0.0209355293,-0.004364682,0.0040994298,0.0084641119,0.0204568476,0.030616,0.0101591524
2004,11,0.0122957829,0.1031961769,0.0909003941,0.0353560788,0.1260008725,0.0906447937,0.0155980464,0.1008097093,0.0852116629
2004,12,0.0096830163,0.0710239248,0.0613409084,-0.00514714,0.0581470162,0.0632941562,0.0163296735,0.0694489869,0.0531193134
