year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,0.1348615207,0.2036043925,0.0687428718,0.0964081864,0.151967939,0.0555597526,0.1070840674,0.1657002188,0.0586161514
2001,2,-0.185919023,-0.175441485,0.0104775381,-0.178981968,-0.175393545,0.0035884233,-0.177065262,-0.170368137,0.0066971243
2001,3,-0.136839026,-0.113669388,0.0231696374,-0.128003385,-0.106988444,0.021014941,-0.135335127,-0.113560485,0.0217746427
2001,4,0.0894802424,0.1195265699,0.0300463276,0.1148854506,0.1441132922,0.0292278417,0.1172716837,0.1460140475,0.0287423638
2001,5,0.0195525381,0.0722029362,0.0526503981,0.0226278884,0.0827166053,0.060088717,0.034470338,0.0799347298,0.0454643918
2001,6,0.0207175511,0.0516066942,0.0308891431,0.0438349639,0.0831767466,0.0393417826,0.0394655153,0.0695695696,0.0301040542
2001,7,-0.117124679,-0.08949745,0.0276272285,-0.115273547,-0.112563999,0.0027095484,-0.110001111,-0.083871307,0.0261298044
2001,8,-0.091681066,-0.067322184,0.0243588821,-0.102268868,-0.078551069,0.0237177986,-0.08383368,-0.065081606,0.0187520741
2001,9,-0.149327944,-0.176423572,-0.027095628,-0.147928866,-0.178289755,-0.03036089,-0.145603569,-0.172339431,-0.026735862
2001,10,0.1183917804,0.1371490023,0.0187572219,0.1237671621,0.1362628435,0.0124956814,0.1106299286,0.1292562144,0.0186262859
2001,11,0.068665344,0.0961366502,0.0274713062,0.0504106346,0.0855274914,0.0351168568,0.0546130398,0.0824131807,0.027800141
2001,12,0.0387100679,0.0703982046,0.0316881367,0.0276984314,0.0634548198,0.0357563884,0.0273852511,0.0581680422,0.030782791
2002,1,-0.05264691,-0.024782631,0.0278642787,-0.048339014,-0.028654523,0.0196844912,-0.050904085,-0.024510485,0.0263935999
2002,2,-0.115857896,-0.094674943,0.0211829525,-0.13179698,-0.110134123,0.0216628578,-0.120606313,-0.098668242,0.021938071
2002,3,0.0583664335,0.1013815101,0.0430150766,0.0452970818,0.0885674352,0.0432703534,0.0557290965,0.0949899615,0.039260865
2002,4,-0.098285829,-0.045404918,0.0528809107,-0.089686121,-0.039777001,0.0499091192,-0.096783481,-0.042270144,0.0545133371
2002,5,-0.093927369,-0.06861806,0.0253093089,-0.088179788,-0.080958411,0.0072213763,-0.096158957,-0.073948478,0.0222104787
2002,6,-0.128476927,-0.121228565,0.0072483621,-0.137721103,-0.114948435,0.0227726682,-0.111777958,-0.097496587,0.0142813711
2002,7,-0.131715175,-0.166883848,-0.035168673,-0.137875943,-0.184504972,-0.046629028,-0.104693676,-0.142848535,-0.038154859
2002,8,-0.043573403,-0.025597303,0.0179761001,-0.04050462,-0.029207109,0.0112975116,-0.038832538,-0.021948785,0.0168837524
2002,9,-0.085524578,-0.089297611,-0.003773033,-0.105795353,-0.111034727,-0.005239374,-0.077053745,-0.079786503,-0.002732757
2002,10,0.0696352844,0.0776976754,0.008062391,0.0840621081,0.0853548086,0.0012927004,0.0705940623,0.0736566624,0.0030626
2002,11,0.0982311989,0.1233710238,0.0251398249,0.1154303922,0.1395687578,0.0241383656,0.0792183399,0.1073336341,0.0281152941
2002,12,-0.07241003,-0.0573286,0.0150814308,-0.099608245,-0.093494733,0.0061135113,-0.070594056,-0.058357785,0.0122362706
2003,1,-0.031487636,-0.010967599,0.0205200376,-0.024271166,-0.014322206,0.0099489604,-0.043080492,-0.020502852,0.0225776406
2003,2,-0.045278683,-0.032498195,0.0127804875,-0.060543124,-0.052870143,0.0076729802,-0.052726089,-0.039009671,0.0137164181
2003,3,-0.007521875,0.0123276662,0.0198495413,0.0058141971,0.0238770022,0.0180628051,-0.005491844,0.0139755382,0.019467382
2003,4,0.05105928,0.0929477349,0.0418884549,0.0576158484,0.1055098478,0.0478939995,0.0518813478,0.0963096,0.0444282522
2003,5,0.1341946773,0.1746523837,0.0404577064,0.1622581744,0.2018386535,0.0395804791,0.1343813521,0.1671604374,0.0327790852
2003,6,0.0369655032,0.0535422491,0.0165767459,0.0110628833,0.0237307444,0.012667861,0.0377238396,0.0516404304,0.0139165908
2003,7,0.0769521118,0.1343024772,0.0573503653,0.0431559049,0.1052606359,0.062104731,0.0715104013,0.1264081047,0.0548977034
2003,8,0.0530921071,0.0664416335,0.0133495264,0.0690077546,0.0723772715,0.0033695168,0.0606035202,0.0716845106,0.0110809904
2003,9,0.0006811475,0.024516396,0.0238352485,-0.012897382,0.0058394805,0.0187368625,0.0041545539,0.0249780704,0.0208235165
2003,10,0.0754535874,0.1220999006,0.0466463132,0.0865165895,0.1353662701,0.0488496806,0.089860441,0.1353237086,0.0454632676
2003,11,0.0124300894,0.0511251522,0.0386950628,0.0091852157,0.0502543506,0.0410691349,0.0223271534,0.0586056484,0.036278495
2003,12,-0.002756721,0.0239685359,0.0267252571,-0.014354606,0.0083590122,0.0227136186,-0.011469832,0.0127479425,0.0242177741
2004,1,0.0622254663,0.0945773599,0.0323518937,0.0564598775,0.0909525979,0.0344927204,0.0676274268,0.099145243,0.0315178162
2004,2,-0.033952902,-0.019755829,0.0141970735,-0.043305158,-0.029437482,0.0138676756,-0.020306542,-0.001528868,0.0187776738
2004,3,-0.018352258,-0.00581855,0.0125337081,-0.006152441,0.0023219274,0.008474368,-0.004250562,0.0043144539,0.008565016
2004,4,-0.028153744,-0.048711805,-0.02055806,-0.032938599,-0.075847671,-0.042909072,-0.033767276,-0.060518175,-0.026750899
2004,5,0.0016594462,-0.000666085,-0.002325531,-0.000356298,0.0080039423,0.0083602401,0.0059972193,0.0030321344,-0.002965085
