year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,-0.108799765,0.0557375481,0.1645373129,-0.064463064,-0.009892055,0.0545710092,-0.062121506,0.0161861978,0.0783077033
2001,2,0.1748839757,-0.024632531,-0.199516507,0.2046794938,-0.01671679,-0.221396283,0.1651684739,-0.023386537,-0.188555011
2001,3,0.1193348007,-0.032320574,-0.151655375,0.1244137855,-0.034895821,-0.159309606,0.1185264507,-0.02758224,-0.146108691
2001,4,-0.086716775,0.0825943906,0.169311166,-0.113376478,0.0675408288,0.1809173071,-0.091042236,0.0850812706,0.1761235061
2001,5,-0.005676721,0.0668725722,0.0725492934,0.0314141343,0.0477875251,0.0163733909,0.0149266524,0.0588710847,0.0439444323
2001,6,-0.06426206,-0.004600878,0.059661182,-0.04037796,-0.006820159,0.0335578013,-0.083023093,-0.021144487,0.0618786065
2001,7,0.1368958074,-0.013696695,-0.150592502,0.1354654363,-0.018065269,-0.153530705,0.1310789957,-0.018118909,-0.149197905
2001,8,0.0978071506,-0.005144272,-0.102951423,0.1144843327,-0.005031526,-0.119515858,0.0800133951,-0.006036876,-0.086050271
2001,9,0.1289859403,-0.10238757,-0.23137351,0.1432998228,-0.088656666,-0.231956489,0.1215665972,-0.089606952,-0.211173549
2001,10,-0.08164574,0.0638687355,0.145514475,-0.087960176,0.0442414651,0.1322016409,-0.066646284,0.0579252193,0.1245715033
2001,11,-0.036608508,0.0786948012,0.1153033095,-0.058852686,0.0536639045,0.1125165907,-0.023448813,0.0626057177,0.0860545302
2001,12,-0.018040697,0.0557399761,0.0737806732,-0.008373947,0.0314259017,0.0397998488,-0.004930677,0.0525113037,0.0574419802
2002,1,0.1253883817,0.0238535795,-0.101534802,0.1073978891,-0.002598729,-0.109996618,0.1295032878,0.0190474575,-0.11045583
2002,2,0.1442892444,0.0107555833,-0.133533661,0.1583247796,0.0115466424,-0.146778137,0.155005997,0.0205535314,-0.134452466
2002,3,0.0254530148,0.0787421629,0.0532891481,0.0091222022,0.0565551144,0.0474329122,0.0259920273,0.0786728728,0.0526808455
2002,4,0.1574821219,0.0202651762,-0.137216946,0.1392254991,-0.002123829,-0.141349328,0.1598518771,0.0326085171,-0.12724336
