permno,ticker
02441502,BMCH
02442101,BOXL
02442201,AQMS
02442404,RBAC
02442801,AEY
02443001,EZPW
02444001,PRA
02444702,BOKF
02445801,SPNE
02446301,FIZZ
02446801,BIIB
02448101,MSGS
02450101,RPD
02450601,PULM
02450801,OOMA
02451501,VTVT
02452301,CHMA
02453301,NHI
02455201,DSKE
02459801,BCDA
02459901,AGLE
02460101,CSWI
02461001,WTT
02461101,FLOW
02461601,PYPL
02461701,ODFL
02462001,RHP
02463801,TRU
02465801,IDEX
02466001,JAN
02467801,HMN
02470801,ATNI
02472001,WNC
02472401,LILA
02472402,LILAK
02472501,WRLD
02473101,KIM
02475001,WETF
02475501,JBSS
02478201,PRGO
02478301,TTEK
02479501,AMSC
02480001,QCOM
02481901,MOGO
02482501,OFC
02483701,AHPI
02484403,SPOK
02485601,GILD
02486101,PLNT
02489001,MSON
02490102,LMFA
02490501,RUN
02491101,MCFT
02492501,ROP
02496601,GOVX
02497501,SNPS
02497801,ELY
02498001,CRT
02499601,LCTX
02502701,LFVN
02503001,VRTS
02506901,USAK
02509201,TGB
02510501,CNFR
02511001,ICUI
02511901,MHK
02512401,LIN
02512801,ZYNE
02512901,SRRA
02513001,CNR
02513801,ASUR
02516601,KOPN
02517301,RNST
02518001,AGCO
02520101,CASS
02521901,HLI
02523401,BKE
02527401,OLED
02527901,BSX
02528301,KSS
02528901,VBIV
02530201,INTZ
02531301,STE
02531801,USPH
02532701,PVBC
02533101,FC
02533201,LOOP
02533801,BBBY
02533901,CACC
02534001,DHI
02534801,NK
02534901,GBT
02536701,MGIC
02537601,COLB
02537701,NEOS
02538903,GPK
02540601,JCTCF
02542402,TWNK
02543001,FCEL
02543401,SBUX
02546201,STRS
02546601,RACE
02547201,CVLB
02548101,NKSH
02553601,CENT
02553603,CENTA
02553801,SYTA
02557201,WIRE
02558901,AREC
02563201,KW
02563301,OHI
02564501,ACI
02566501,LTC
02570901,EQS
02572601,CVU
02573701,CAKE
02574001,BHTG
02574701,LFUS
02574901,ASGN
02575001,APTO
02575101,BLX
02575601,PSTG
02585201,CPSS
02587001,MTX
02588001,PDCO
02589301,SITE
02589501,RDN
02589801,SGRY
02590401,ACRS
02591501,QUMU
02592201,KAI
02592401,NAVB
02593501,GURE
02593702,LGND
02596405,GTLS
02597901,PESI
02599901,CBIO
02601301,SM
02601601,UVE
02602101,CKH
02603701,HMSY
02604501,ULBI
02606101,MTCH
02607101,FCBC
02608101,KURA
02611201,CTMX
02612301,NVCR
02612601,ARA
02614401,HOME
02614601,RGNX
02614701,PEN
02614801,NBRV
02614905,CERC
02615601,HPE
02616201,ANAB
02616701,BRP
02617901,SMBK
02621802,LAZY
02627001,ABTX
02630501,LAUR
02633201,SILV
02633501,DLTH
02633601,PLXP
02634001,WVE
02634101,VYGR
02634301,AFI
02634701,EQBK
02634901,AXSM
02635601,ARTL
02635901,APLS
02636101,RRR
02636401,CNNB
02636701,SQ
02636801,MIME
02638501,MRUS
02641001,FCPT
02641101,NBLX
02641301,AC
02641501,DTSS
02643401,PXS
02647502,CLPR
02649401,TEAM
02649501,WBT
02650901,ELVT
02652001,SMIT
02652801,XGN
02653901,EGO
02654501,RMR
02656701,FRHC
02659001,FTV
02663601,SENS
02665801,AGR
02666901,OCX
02667401,NISN
02667601,AZRE
02667701,SCWX
02672101,BBU
02672201,ACIA
02674601,NTNX
02674901,HRI
02675301,GSM
02676801,SSRM
02678801,TRHC
02679801,CLSD
02680901,DFFN
02681201,GCP
02681702,OTLK
02684701,TCMD
02686402,CDEV
02687301,MBRX
02687401,EDIT
02689201,RETA
02689501,CRVS
02690802,SRTS
02691401,TRX
02692001,CRTD
02701401,ATKR
02704501,MGP
02704601,EIGR
02711101,MCBS
02711901,NGVT
02715501,NTLA
02718601,BATRA
02718603,BATRK
02718701,FWONA
02718703,FWONK
02719901,EGY
02723501,BFST
02724002,BALY
02724701,ZOM
02725201,PLSE
02727401,NH
02731801,ZDGE
02733301,ADNT
02733801,APVO
02733901,UAVS
02734501,BPRN
02735401,SELB
02736401,TWLO
02737201,ACIU
02737301,VVV
02738601,JELD
02738701,PI
02739201,SYRS
02739301,HGV
02739401,PK
02747601,KDMN
02755501,KIDS
02757401,TPIC
02757501,GOLF
02757601,SMPL
02760401,HONE
02763801,AA
02764501,RNDB
02765201,KNSL
02765301,YETI
02766501,FHB
02766801,MMX
02767001,PTGX
02767704,XOG
02769901,AZRX
02770301,AIRG
02770601,INSW
02771601,MDGL
02773701,ATOM
02776001,NLS
02777601,RCKY
02778001,SITC
02779001,SGA
02779401,CREE
02780301,DFIN
02781001,LIVN
02782301,CRY
02782801,UEIC
02784101,AMR
02787101,FBK
02787401,EVBG
02787501,ELS
02787702,PMVC
02788501,TTD
02788601,UBCP
02790501,NOVN
02790701,ELF
02791401,HUM
02792501,AVID
02792801,INTU
02793201,HALL
02793801,SCVL
02793901,TENX
02794501,CSTR
02796001,ALG
02796501,MCHP
02797701,BOMN
02798101,CHS
02798301,AEMD
02801201,FLGT
02802201,BANF
02803401,CB
02807001,ASIX
02807101,DZSI
02808401,COUP
02808601,OBLN
02808701,MRAM
02809101,POLA
02811301,CRSP
02811801,FOSL
02811901,BPYU
02813901,SANM
02815501,TCBK
02817601,ATR
02818001,ORLY
02819101,RCL
02819201,HWM
02819401,AVNT
02819501,JBL
02820901,ANIK
02821601,RGA
02823601,GILT
02827801,GABC
02829501,TWI
02832002,CDW
02832201,HR
02832301,AKR
02833801,RIG
02834001,SKT
02834701,FTK
02834901,ALL
02836501,SNES
02836701,IRTC
02836802,GTYH
02837001,PLYA
02837801,LGF.A
02837802,LGF.B
02838001,OFIX
02838401,SPNS
02838501,MAGS
02839701,PZZA
02840801,THRM
02841001,BBSI
02842001,BL
02842101,MYOV
02847701,FLIR
02848501,CIGI
02849901,YUMC
02851501,GRWG
02859001,BCO
02862001,PFC
02862901,CPT
02867001,IIPR
02870401,MCRI
02871701,INOD
02871901,CNDT
02872401,BLDP
02873301,EQR
02874201,BWA
02874901,FLL
02876201,SPTN
02876901,BFS
02878501,WINA
02878702,PFGC
02879001,LW
02880601,ARWR
02881901,FTEK
02883301,CLDB
02886601,CASH
02887702,KDP
02893002,MAR
02894001,BDC
02896701,QCRH
02900401,VREX
02901101,BYD
02901301,CKPT
02901501,DECK
02901601,GECC
02901801,ALBO
02902801,COST
02905201,LXP
02906101,RVSB
02908601,PTN
02909901,REG
02910101,FFIN
02910801,PTEN
02912701,INCY
02913101,ROCK
02913301,ITRI
02915001,URBN
02915101,CNTY
02915501,CARS
02915601,UFPI
02919101,ICHR
02920601,FWRD
02920701,BYSI
02921101,BPFH
02921701,SCHN
02924101,VIAV
02925101,KALV
02927501,PRTH
02928201,NYCB
02929301,MBOT
02930001,WVFC
02935901,SUI
02937501,CASA
02938201,SHOO
02938901,SPG
02939201,EMN
02941801,NDRA
02944901,UFPT
02945301,LNG
02947601,THTX
02949901,AFBI
02950801,PCSB
02951701,MED
02952401,NEX
02955801,PIXY
02956901,YTRA
02957601,NODK
02959801,ICCH
02960901,HAIN
02962101,STCN
02963601,VVPR
02964901,MAA
02966601,INSE
02967001,METC
02968001,WTTR
02968401,JNCE
02968701,APEN
02969801,SGMA
02970501,DAKT
02971801,OBSV
02972101,LYL
02972201,DSPG
02973301,MLM
02973601,TSCO
02975101,ALB
02975501,BZH
02976001,KRP
02980402,IVZ
02981701,HVBC
02983001,WRK
02983501,FBM
02983701,BCRX
02985501,FMNB
02986801,MAC
02987001,ZEUS
02987501,AVB
02989401,NNBR
02990101,CPRT
02991001,SCSC
02991401,LPTX
02993001,MPAA
02994601,LARK
02995501,BHC
02996201,LMNR
02998401,PLD
02998501,STN
02999401,FMBH
03000401,INVH
03002401,TIGO
03003001,SILC
03003201,EXP
03005501,SMBC
03005901,AEO
03006701,ADC
03007501,VET
03007601,HLNE
03009101,SNAP
03009802,IR
03013701,NKTR
03014501,PUMP
03017001,FLEX
03022001,SYPR
03022201,ABCB
03022301,SACH
03024101,TELL
03025901,PENN
03026001,SSD
03026201,IFMK
03028001,REKR
03028101,LJPC
03028401,LBRT
03029301,ESS
03029801,HIW
03031101,VRDN
03031201,IMAX
03036901,CIXX
03038401,FR
03039701,HCC
03041601,HMNF
03043501,JILL
03044301,FDP
03044901,IPA
03046301,GBX
03047301,XPL
03047701,MATW
03049001,AIV
03053601,GEO
03054701,SOI
03055401,TARO
03055801,MLR
03056001,GOOS
03057101,ARD
03057601,ADTN
03061201,AMED
03061401,EFOI
03062201,YEXT
03063701,CLI
03064701,PNBK
03065101,DAR
03065501,AYX
03066201,SIRI
03066401,HEXO
03066601,WVVI
03067101,RS
03071401,TESS
03073601,OKTA
03082201,O
03084701,SSYS
03085701,CARV
03086101,KNX
03087001,AZPN
03087701,CVLG
03089901,HDSN
03092301,FTI
03093201,NWBI
03096201,CADE
03099001,COF
03099801,EEX
03099901,CVNA
03100401,CLDR
03100501,NCSM
03105901,ZYME
03106101,URGN
03109101,VERI
03109401,BHVN
03109501,CDOR
03109901,CPHC
03110801,FPH
03110901,AM
03111201,OVID
03117001,USAP
03117701,SVRA
03121401,MIND
03123601,APPN
03124901,ALT
03125101,KREF
03125202,MGY
03125501,TSEM
03126501,GNTY
03129401,GTHX
03129501,FOCS
03130101,ELDN
03133102,NESR
03134702,ITRG
03134801,MOTS
03136801,HAFC
03138401,SMHI
03138601,AGS
03140201,AGMH
03140501,ATNX
03141801,PRPH
03142401,CYD
03144201,OMP
03145301,NSIT
03145701,SSTI
03146001,RCII
03146601,WOW
03147701,BRKS
03149401,SGH
03150701,NINE
03151901,AUY
03152101,SNEX
03154201,CODX
03156401,ACIW
03156701,STRT
03158501,BY
03158701,DLTR
03160601,ESQ
03160701,NATI
03162401,APRN
03162601,CHNR
03162801,MRSN
03162902,RDI
03162903,RDIB
03165601,ALRN
03167301,ABC
03170301,GFED
03171801,ATLO
03173801,TAIT
03175201,CBZ
03176401,BMRC
03177201,NEWA
03177401,BHF
03177501,ISNS
03180301,ADV
03180501,MYO
03181901,CGBD
03182301,VNTR
03182601,ZKIN
03183901,FFBW
03184301,HLIT
03184501,RNGR
03184601,DRI
03184801,ATXI
03188701,RMD
03189501,BHB
03191401,AFIN
03195801,SAFE
03196601,TRTX
03198201,SOLO
03199401,GPMT
03201401,USAU
03201801,KALA
03207401,XELA
03207801,PRPO
03209802,BBCP
03210201,RDFN
03210601,BKR
03215401,JBGS
03219301,CLXT
03221901,PETQ
03222802,AVCT
03223301,DARE
03224401,NEXT
03224501,ALPN
03225301,PDLB
03225401,GNPX
03226701,MTEM
03227101,ACHV
03227301,TRMT
03228301,HUSN
03228501,PQG
03229401,RETO
03229801,ARPO
03231501,PETZ
03231601,JAGX
03232101,MDNA
03232201,CSSE
03233201,DESP
03234501,BRQS
03234701,MBIO
03234801,KRYS
03235201,HBB
03235601,CELC
03236501,SYBX
03237201,CEIX
03238201,ROKU
03238301,DCPH
03239501,ADIL
03239601,HJLI
03241301,BPMP
03245101,OPTN
03245601,FUV
03245901,ACER
03246901,SWCH
03250201,ANGI
03251901,MCB
03252501,SPRO
03252601,MDB
03252801,FNKO
03252901,ALNA
03253001,ALTR
03254101,CARG
03254701,NEXA
03255802,PACK
03256302,BRPA
03257101,BAND
03257401,EYE
03258001,VICI
03259201,FAT
03259501,RSF
03260001,CBTX
03260101,SCPH
03260803,OSW
03261001,AQUA
03261901,MBIN
03263801,ACMR
03264001,IFRX
03264101,SAIL
03264701,AIHS
03266501,MRBK
03267401,CUE
03268801,SFIX
03269801,SBT
03271501,ARCT
03273802,LACQ
03274801,NMRK
03274901,ENTX
03275101,ILPT
03276301,LBC
03276701,EQH
03277101,WSC
03277501,DNLI
03279201,QTRX
03279501,ODT
03280401,SIC
03280901,AMEH
03281901,DOGZ
03282201,FAMI
03284301,CAAP
03284601,PCSA
03285101,OSS
03285201,AKU
03285501,AVYA
03285801,ELOX
03286001,VMD
03286101,EYEN
03287201,SXTC
03287801,BTBT
03288401,PAGS
03288601,GTES
03289401,SLDB
03289701,SLGL
03290101,SLS
03290801,RCKT
03291901,EOLS
03293001,ADT
03293501,CDLX
03293801,WHD
03294002,CRSA
03294101,BTAI
03296101,EVFM
03298001,COLD
03298401,NBSE
03303701,ZS
03304801,NMTR
03305601,CLBK
03306601,CLNC
03306701,FTSI
03306801,PRPL
03307301,ONDS
03308101,CCNC
03311001,STEP
03311401,VXRT
03313101,BWB
03313301,RCUS
03313802,BFI
03315201,DBX
03315501,ENOB
03315901,IBEX
03317501,SPOT
03318401,RFL
03322502,TDAC
03323201,ZUO
03323301,RDVT
03324001,FIXX
03324301,WH
03327201,LEVL
03327402,SURF
03327501,SMAR
03327901,IEA
03330101,DOCU
03331601,STXB
03331701,UBX
03332601,CHX
03333701,ORCC
03342001,LASR
03342101,GSHD
03342401,ROAD
03342501,LOVE
03342801,PRT
03342901,BBIG
03343501,INSP
03343901,PRSP
03344401,EVLO
03344501,SRRK
03344601,PS
03344701,KNSA
03344901,USAC
03345901,OBNK
03346601,ITRM
03346701,XAIR
03347601,JRSH
03349901,XCUR
03350001,MGTA
03352801,EDRY
03353101,GSKY
03353201,CLPS
03353301,EVOP
03355001,WRAP
03359501,MGTX
03359601,CHRA
03359701,VRCA
03359801,USX
03360001,TCDA
03360101,TBIO
03360201,CBMB
03360301,DOMO
03361001,AVLR
03361401,ECOR
03362401,HYRE
03362501,AMAL
03363101,KZR
03363401,HUGE
03363701,BV
03363801,IIIV
03364101,EIDX
03364301,APTX
03364701,VNE
03365201,SKY
03365701,AVRO
03366001,XERS
03366801,BE
03368401,EPRT
03369102,LFAC
03369302,RPAY
03369401,EVER
03369501,CCB
03369801,STIM
03370301,TLRY
03370401,MYFW
03370601,NAKD
03370801,RVI
03371801,BJ
03371901,REPL
03372001,RUBY
03372101,ALLK
03372301,CRNX
03372401,CNST
03372501,WISA
03373301,LEGH
03373402,NFH
03374301,AQST
03374901,BNGO
03375001,IAA
03375101,PRVB
03375601,WAFU
03375901,TENB
03376302,TOTA
03376601,ARLO
03376701,SONO
03377901,ESTA
03378001,VCNX
03378101,TBLT
03380901,CWK
03381001,LQDA
03381601,UROV
03381701,PHCF
03382401,RMED
03385501,ARDS
03386902,MFAC
03391101,IMXI
03395101,FTDR
03395501,ELAN
03396201,MESA
03398002,LOAC
03399701,ETON
03399801,YVR
03399901,AMTBB
03399902,AMTB
03400301,MDJH
03401001,CRK
03401601,ETTX
03402302,TZAC
03402901,FTCH
03403001,HFFG
03403401,FLMN
03403801,PLIN
03403901,ARCE
03404801,LTHM
03405301,REZI
03405501,KLXE
03406501,STRO
03407601,EB
03407701,ARVN
03407801,INMB
03408201,GRTS
03410101,UPWK
03410201,GH
03410301,APM
03411801,KOD
03413201,BSVN
03413301,LKCO
03413501,YMAB
03414001,SVMK
03416001,OSMT
03416101,ALLO
03416301,IMAC
03416401,EQ
03418901,CBNK
03419301,SIBN
03419401,PHAS
03422101,NGM
03423601,PLAN
03424002,ALAC
03424101,TWST
03424301,ESTC
03425902,UTZ
03426001,OCCI
03426601,LOGC
03428701,GMDA
03429801,EIC
03430001,VRRM
03430901,STNE
03432602,XM
03432701,VAPO
03433001,AMK
03433701,ETRN
03433801,RBKB
03434201,AXNX
03434602,AMCI
03437601,ALYA
03438201,AVCO
03439601,SG
03441001,MRNA
03441201,USWS
03441401,ALTM
03441501,BCSF
03441801,NFE
03442001,MDRR
03443901,WTRH
03444301,DOW
03444601,SI
03444701,BYND
03446601,ANDAU
03446602,ANDA
03446701,RVLV
03446901,AGE
03447802,MNCL
03450502,TMTS
03452801,MLND
03454402,GMHI
03456001,ATIF
03456201,ORGO
03456601,HOTH
03457801,GOSS
03458001,MTC
03458401,PHUN
03458701,HARP
03460001,TCRR
03460102,RMG
03460901,PSTX
03461001,PBTS
03461301,SLGG
03461502,ACAM
03461601,ALEC
03461801,BCOW
03462101,YCBD
03463601,FOXA
03463602,FOX
03464001,KLDO
03470901,SEEL
03474601,CYCN
03475001,WTRE
03476501,CVET
03476601,WORX
03481602,HCAC
03482502,THCB
03483401,SOLY
03485401,SWAV
03487301,LYFT
03488201,SILK
03488301,DTIL
03491001,LSPD
03491501,BHAT
03491901,TW
03492001,HAPP
03492901,XFOR
03493701,FSEA
03493801,RMBI
03493901,PBFS
03494101,TH
03494201,PDSB
03494501,BIOX
03494603,RPLA
03495301,PLMR
03495401,CHNG
03495501,PD
03495601,DSSI
03500401,MNRL
03500501,ZM
03500601,TPTX
03500801,ENLV
03500901,GNLN
03501301,PINS
03501401,HOOK
03501801,GHSI
03503001,PSTL
03503501,KTB
03503801,TUFN
03505302,FREE
03505401,TRVI
03505501,SCPL
03505601,ALC
03506201,TMDX
03506501,AVTR
03507701,UBER
03507801,RRBI
03507902,AGBA
03508901,AXLA
03509001,NXTC
03509101,APLT
03509901,MEC
03510001,MIST
03510101,SPFI
03510201,CRTX
03510401,SONM
03512001,FSLY
03512203,LCA
03513301,WORK
03513403,GXGX
03513601,IDYA
03515301,KXIN
03515401,CDAK
03515801,PSN
03516801,CTVA
03518201,CRWD
03521001,MWK
03521101,CLVT
03522201,FVRR
03525401,PSNL
03525501,STOK
03526401,BBIO
03526601,PRVL
03526701,AKRO
03527001,BCEL
03527901,ADPT
03528001,MORF
03528701,CHWY
03528801,REAL
03528902,SMMC
03529001,KRTX
03530501,VERY
03530601,INBX
03530702,HYAC
03530804,GIX
03532001,ONCT
03532101,EDSA
03532702,CCX
03532902,THCA
03535401,KERN
03535801,LMPX
03536701,ISUN
03536902,SCPE
03537301,CMBM
03537401,MDLA
03537501,MIRM
03537601,FULC
03537701,PHR
03537801,AFYA
03539101,HCAT
03539501,NOVA
03539601,CSTL
03540204,OAC
03540301,CNSP
03540401,PROS
03540502,ZGYH
03541102,SBE
03541601,ANVS
03542201,GBS
03542301,KRUS
03542901,RAPT
03543001,SNDL
03544701,DT
03545101,ONEW
03545501,CFB
03547101,OPRT
03547701,SLRX
03548101,HQI
03548303,THBR
03548902,SSPK
03549001,NSCO
03549401,CLEU
03549701,NVST
03554301,OPCH
03554401,INMD
03555201,AESE
03558301,MDIA
03559102,BSPE
03560001,SWTX
03560101,STSA
03560201,SDC
03560303,APXT
03560401,NET
03561101,TFFP
03561201,GFL
03561301,INDO
03561401,CRNC
03561701,PING
03562001,DDOG
03562103,EXPC
03562203,NPA
03562701,PTON
03563001,VIE
03563201,BBI
03563801,VIR
03563901,IGMS
03564001,TXG
03564201,PNTG
03564601,BSBK
03564701,FREQ
03564801,APRE
03564901,ADCT
03566401,MNPR
03568401,BRBR
03568801,BSMQ
03570801,PGNY
03570902,SRAC
03571201,OCGN
03571401,BEAM
03571502,LATN
03572701,CABA
03572801,PHAT
03572901,FDMT
03573203,GLEO
03574301,DCBO
03574604,DFNS
03574701,OYST
03575901,HBT
03576102,MCMJ
03576801,GRTX
03577601,ETNB
03577703,SFTW
03577804,FSRV
03577901,TELA
03578001,CNTG
03578101,VEL
03578303,JIH
03578402,GRNV
03579301,PINE
03579401,SITM
03579601,BXRX
03580801,SPCE
03581001,GTEC
03581401,PHGE
03582903,CHPM
03583003,ALUS
03583402,PTAC
03583501,QLI
03585001,VERO
03585201,AHCO
03585402,AMHC
03585901,OCG
03586701,BRMK
03586801,BILL
03587401,REYN
03588001,BWMX
03588101,XP
03588201,BIPC
03588902,LIVK
03589101,ZCMD
03590702,CIIC
03590901,KLR
03592201,SPT
03592301,YGMZ
03595801,ADTX
03595901,UK
03596701,GRIL
03597801,ARNC
03598201,IMVT
03599301,BROG
03600301,OBLG
03600501,AEI
03600604,SCVX
03601401,NRBO
03601602,GNRS
03601701,TIRX
03602402,NBAC
03602501,ONEM
03602801,ARQT
03603701,NYC
03604401,TARA
03604602,IPV
03604901,PPD
03605001,CSPR
03605101,SDGR
03605201,BDTX
03605301,NREF
03608301,RVMD
03608401,FTHM
03609303,GHIV
03609403,CCAC
03610901,BMEZ
03613301,CCAP
03613904,DMYT
03614001,PASG
03615301,POWW
03615702,ESSC
03617501,VRT
03618001,PAE
03619001,OTIS
03619101,CARR
03619301,AZEK
03620301,VNT
03620401,IMRA
03620503,LSAC
03620601,ALTG
03621101,GSMG
03623401,SLQT
03623601,NARI
03623703,DFPH
03626001,LUNG
03626103,IPOB
03626203,IPOC
03626301,ACCD
03626401,ORIC
03627403,CGRO
03627504,LOAK
03627601,NLSP
03627802,ROCH
03629301,GDYN
03629502,BRLI
03629802,CHAQ
03629903,ETWO
03630001,LYRA
03630101,ZNTL
03630201,AYLA
03630901,MSGE
03632703,SOAC
03632801,KROS
03632901,IGIC
03633301,LUMO
03634402,GIK
03634801,METX
03634901,HCDI
03635601,SONN
03635701,CRKN
03639401,LTRN
03639901,GOED
03640401,DKNG
03640901,EDTK
03641601,EBON
03641806,JWS
03641901,NOVSU
03641902,NOVS
03643803,LGVW
03646201,SJ
03646302,WPF
03646401,PLRX
03646501,KRBP
03647203,HEC
03647301,RNA
03647401,RPRX
03647501,QLGN
03649401,FOUR
03649502,MCAC
03649601,AMTI
03650001,SQFT
03650601,TMBR
03651201,VRM
03651501,ATCX
03652501,HSTO
03653001,VIRI
03653501,AYRO
03653601,LRMR
03655001,ACEL
03655501,FMTX
03655601,RPTX
03655705,TREB
03655801,GLSI
03656501,NKLA
03657101,FUSN
03657201,AKUS
03657704,FUSE
03659801,LPRO
03659901,GBIO
03660001,PCVX
03660705,GSAH
03660901,FBRX
03661301,FSKR
03661402,PANA
03661502,PTK
03661901,PROG
03663101,RACA
03663201,JUPW
03663301,EBC
03663501,GOCO
03663601,TIG
03663703,GRCY
03664101,RXT
03664201,NKTX
03664303,PSTH
03666001,BLI
03667701,RLAY
03667803,CPSR
03667901,ITOS
03668003,AACQ
03668803,MLAC
03669101,IAC
03669201,LMND
03670001,IMTX
03670101,HOFV
03670401,ALXO
03670501,PAND
03670902,PSAC
03671101,NCNO
03671202,DEH
03671304,DMYD
03671602,ACEV
03671701,JAMF
03671801,MEG
03671903,GOAC
03672001,VSTA
03672201,RKT
03672601,VITL
03672701,VMAR
03672801,OSH
03673203,ETAC
03673302,VMAC
03673403,NHIC
03673501,KBNT
03674203,DGNR
03674801,DMS
03675102,HPX
03675202,DFHT
03675401,BIGC
03675502,ACND
03675603,CCIV
03675701,AFIB
03675803,PRPB
03675901,AUVI
03676701,NRIX
03676801,ANNX
03676901,INZY
03677502,ERES
03677601,HSAQ
03677701,NTST
03677803,HOL
03677901,CMPI
03678002,YAC
03678103,BOWX
03678202,KSMT
03678301,ARYA
03678601,ALVR
03678701,IKT
03678801,DCT
03679001,BEPC
03679503,FAII
03679601,FSDC
03679702,NSH
03680803,LCAP
03681803,STPK
03681901,KYMR
03682002,BTAQ
03682302,GRSV
03682401,PRFX
03682601,AOUT
03682801,CVAC
03684403,CAPA
03684701,HRMY
03684802,PAIC
03685003,HZAC
03685103,AONE
03685203,PIAI
03685301,MAXN
03685701,NNOX
03686103,FST
03686301,AMST
03686702,NGA
03686802,CMLF
03687003,CFII
03687102,NMMC
03687203,FTOC
03687702,TWCT
03688003,BFT
03688102,OTRA
03688203,SVAC
03688303,TWND
03688403,FIII
03688501,OM
03689601,SUMO
03689701,HPK
03689801,U
03690201,VTRU
03690303,INAQ
03690402,GWAC
03690703,LEAP
03691001,PLTR
03691101,DYN
03691402,FGNA
03691501,ATHA
03691801,GB
03692901,LNSR
03693401,BCTG
03694501,FROG
03694901,COGT
03695001,AMWL
03695102,ENPC
03695201,MTCR
03695802,RTP
03696401,ASAN
03696503,AGC
03696701,BNL
03696902,SNPR
03697003,BSN
03697301,PTVE
03697602,ASAQ
03697704,SEAH
03697802,AHAC
03697903,IMPX
03698003,SAII
03698103,SBG
03698303,VGAC
03698501,AZYO
03698701,ACET
03698803,MAAC
03698901,LSF
03699002,STWO
03699102,VYGG
03701301,TSHA
03701402,FCAC
03701502,ACTC
03701801,HUDI
03701901,AVO
03702002,DCRB
03702102,VSPR
03702202,NBA
03702301,GDRX
03702402,VIH
03702602,ASPL
03703002,BHSE
03703303,TPGY
03703404,PACE
03703501,IMNM
03703601,PMVP
03703703,QELL
03703803,LCY
03703902,BTWN
03705302,PDAC
03705401,ASO
03705602,IGAC
03705702,PIPP
03706201,GRAY
03706301,PRLD
03706402,RCHG
03706502,FTIV
03706602,YSAC
03706802,VACQ
03707002,CLII
03707102,TEKK
03707202,GNPK
03707302,SV
03707403,IPOD
03707503,IPOF
03707601,BSY
03707702,ALTU
03707802,VCVC
03707903,APSG
03708001,EAR
03708101,CCCC
03708201,TARS
03708301,ONCR
03708401,ALGS
03708602,MACU
03709001,CRSR
03709103,HIGA
03710201,KRON
03710501,SPRB
03710601,VLDR
03710903,NGAC
03711001,STTK
03711103,IPOE
03711201,EQOS
03711304,FMAC
03712603,AVAN
03712702,IACA
03713001,THRY
03713302,LFTR
03713401,BDSX
03713501,FHTX
03713602,XPOA
03714602,MOTN
03714801,MAX
03715001,ROOT
03715302,DBDR
03715402,EUCR
03716102,BWAC
03716302,ARBG
03716403,RICE
03716502,RMGB
03716703,EMPW
03716801,KDNY
03717002,CAS
03718001,MCFE
03718201,HYLN
03718403,ATAC
03718601,GHLD
03718701,PRAX
03718801,MPLN
03719002,MUDS
03719102,DSAC
03720001,ARRY
03720601,FVAM
03721301,SFT
03721401,CURI
03723001,TTCF
03723101,PAYA
03723202,TMPM
03723401,WNW
03723503,CTAC
03723602,ADOC
03723702,ACAC
03723902,HZON
03724001,HLXA
03724301,BLSA
03724702,ACIC
03725202,SRSA
03725302,SPNV
03725401,MSP
03725802,IIAC
03726002,SGAM
03726102,CFAC
03726801,RIDE
03726903,FTCV
03727302,BOAC
03727402,CHFW
03727501,CERE
03728201,SQZ
03728303,HAAC
03728401,LESL
03728502,STIC
03728804,BREZ
03729001,VVOS
03729102,LUXA
03729201,AVIR
03729301,GATO
03729502,AJAX
03730401,EZGO
03730501,NGMS
03730602,DMYI
03730702,OCA
03730802,NOAC
03730901,ALGM
03731001,GLTO
03731801,FSR
03732202,CND
03732501,OCUP
03732701,TLMD
03733203,CONX
03733702,BENE
03733801,SHC
03733901,JYAC
03734402,EQD
03735001,ATNF
03735102,OACB
03735401,MRVI
03735601,DGNS
03735701,UPST
03736102,TSIA
03736601,TRIT
03737203,PHIC
03737303,ZNTE
03737601,TBA
03738201,CNXC
03739201,EOSE
03739601,MDVL
03740401,GCMG
03740502,SPFR
03740601,LSAQ
03740701,MP
03741201,OLMA
03741301,AFRM
03741401,CERT
03741502,RTPZ
03741602,LNFA
03742001,DASH
03742501,SEER
03742601,ID
03742802,TINV
03743302,SPRQ
03743402,FRX
03744501,AAN
03744901,QS
03746001,ABNB
03746102,DDMX
03747102,TACA
03747203,RSVA
03747301,PTPI
03747802,NEBC
03748001,MASS
03748202,DWIN
03748302,PTIC
03748601,KNTE
03748801,SGTX
03748901,AIRC
03749001,LAZR
03749202,LOKB
03749302,FPAC
03749402,HTPA
03749501,SBTX
03749602,HMCO
03750201,WOOF
03750601,RAACU
03751001,PUBM
03751701,AI
03751901,OPEN
03752001,HTOO
03752701,ABCL
03752902,ROCC
03753401,RVPH
03753701,DM
03754101,BCAB
03755901,CLVR
03756001,POSH
03756101,AGCB
03756201,SKLZ
03756902,ATA
03757601,GOEV
03758302,SVFA
03758701,ASLE
03758801,YMTX
03759201,VINC
03759301,PRCH
03759401,XL
03761701,RMO
03761901,GNOG
03762301,RSI
03763001,DNMR
03763301,CLNN
03764001,ENVB
03764601,SHLS
03767001,BTNB
03767201,MNTK
03767301,BMTX
03767401,MSGM
03767501,CGEM
03767801,VINP
03768001,OCDX
03770101,OMEG
03771101,CLOV
03771301,LSEA
03772301,TRIN
03774001,BTRS
03775101,DRVN
03775201,PLTK
03776301,UWMC
