ticker,conm,ret,year,month,EW,VW,PW,n
CLI,Mack-Cali Realty Corporation,0.0217,2021,1,1,1251831168,12.73,2148
CLI,Mack-Cali Realty Corporation,0.0974,2021,2,1,1281766272,13.97,2148
